id,nome,siglaPartido,siglaUf,idLegislatura,email
220572,Marussa Boldrin,REPUBLICANOS,GO,57,dep.marussaboldrin@camara.leg.br
178843,Marx Beltrão,UNIÃO,AL,57,dep.marxbeltrao@camara.leg.br
220661,Matheus Noronha,PL,CE,57,dep.matheusnoronha@camara.leg.br
220609,Maurício Carvalho,UNIÃO,RO,57,dep.mauriciocarvalho@camara.leg.br
220628,Mauricio do Vôlei,PL,MG,57,dep.mauriciodovolei@camara.leg.br
220550,Mauricio Marcon,PL,RS,57,dep.mauriciomarcon@camara.leg.br
220647,Mauricio Neves,PP,SP,57,dep.mauricioneves@camara.leg.br
204486,Mauro Benevides Filho,UNIÃO,CE,57,dep.maurobenevidesfilho@camara.leg.br
220607,Max Lemos,UNIÃO,RJ,57,dep.maxlemos@camara.leg.br
220591,Meire Serafim,UNIÃO,AC,57,dep.meireserafim@camara.leg.br
74428,Mendonça Filho,PL,PE,57,dep.mendoncafilho@camara.leg.br
188097,Merlong Solano,PT,PI,57,dep.merlongsolano@camara.leg.br
220585,Mersinho Lucena,PSD,PB,57,dep.mersinholucena@camara.leg.br
220530,Messias Donato,UNIÃO,ES,57,dep.messiasdonato@camara.leg.br
171786,Miguel Ângelo,PT,MG,57,dep.miguelangelo@camara.leg.br
178985,Miguel Lombardi,PL,SP,57,dep.miguellombardi@camara.leg.br
154178,Milton Vieira,REPUBLICANOS,SP,57,dep.miltonvieira@camara.leg.br
178895,Misael Varella,PSD,MG,57,dep.misaelvarella@camara.leg.br
160561,Missionário José Olimpio,PL,SP,57,dep.missionariojoseolimpio@camara.leg.br
178997,Moses Rodrigues,UNIÃO,CE,57,dep.mosesrodrigues@camara.leg.br
220617,Murillo Gouvea,PSDB,RJ,57,dep.murillogouvea@camara.leg.br
204453,Natália Bonavides,PT,RN,57,dep.nataliabonavides@camara.leg.br
204449,Nelson Barbudo,PODE,MT,57,dep.nelsonbarbudo@camara.leg.br
220622,Nely Aquino,PODE,MG,57,dep.nelyaquino@camara.leg.br
220703,Neto Carletto,AVANTE,BA,57,dep.netocarletto@camara.leg.br
178896,Newton Cardoso Jr,MDB,MG,57,dep.newtoncardosojr@camara.leg.br
204479,Nicoletti,PL,RR,57,dep.nicoletti@camara.leg.br
209787,Nikolas Ferreira,PL,MG,57,dep.nikolasferreira@camara.leg.br
178986,Nilto Tatto,PT,SP,57,dep.niltotatto@camara.leg.br
204498,Olival Marques,PODE,PA,57,dep.olivalmarques@camara.leg.br
178987,Orlando Silva,PCdoB,SP,57,dep.orlandosilva@camara.leg.br
73692,Osmar Terra,PL,RS,57,dep.osmarterra@camara.leg.br
204441,Otoni de Paula,PSD,RJ,57,dep.otonidepaula@camara.leg.br
220706,Padovani,PP,PR,57,dep.padovani@camara.leg.br
160556,Padre João,PT,MG,57,dep.padrejoao@camara.leg.br
180214,Pastor Diniz,UNIÃO,RR,57,dep.pastordiniz@camara.leg.br
160642,Pastor Eurico,PSDB,PE,57,dep.pastoreurico@camara.leg.br
204570,Pastor Gil,PL,MA,57,dep.pastorgil@camara.leg.br
220615,Pastor Henrique Vieira,PSOL,RJ,57,dep.pastorhenriquevieira@camara.leg.br
204553,Pastor Sargento Isidório,AVANTE,BA,57,dep.pastorsargentoisidorio@camara.leg.br
74160,Patrus Ananias,PT,MG,57,dep.patrusananias@camara.leg.br
171617,Paulão,PT,AL,57,dep.paulao@camara.leg.br
141518,Paulinho da Força,SOLIDARIEDADE,SP,57,dep.paulinhodaforca@camara.leg.br
141516,Paulo Abi-Ackel,PSDB,MG,57,dep.pauloabiackel@camara.leg.br
220650,Paulo Alexandre Barbosa,PSD,SP,57,dep.pauloalexandrebarbosa@camara.leg.br
178860,Paulo Azi,UNIÃO,BA,57,dep.pauloazi@camara.leg.br
160517,Paulo Folletto,PSB,ES,57,dep.paulofolletto@camara.leg.br
160558,Paulo Freire Costa,PL,SP,57,dep.paulofreirecosta@camara.leg.br
204492,Paulo Guedes,PT,MG,57,dep.pauloguedes@camara.leg.br
233592,Paulo Lemos,PT,AP,57,dep.paulolemos@camara.leg.br
220685,Paulo Litro,UNIÃO,PR,57,dep.paulolitro@camara.leg.br
74574,Paulo Magalhães,PSD,BA,57,dep.paulomagalhaes@camara.leg.br
128760,Paulo Marinho Jr,PL,MA,57,dep.paulomarinhojr@camara.leg.br
74400,Paulo Pimenta,PT,RS,57,dep.paulopimenta@camara.leg.br
141488,Paulo Teixeira,PT,SP,57,dep.pauloteixeira@camara.leg.br
220630,Pedro Aihara,PP,MG,57,dep.pedroaihara@camara.leg.br
220667,Pedro Campos,PSB,PE,57,dep.pedrocampos@camara.leg.br
122974,Pedro Lucas Fernandes,UNIÃO,MA,57,dep.pedrolucasfernandes@camara.leg.br
204395,Pedro Lupion,REPUBLICANOS,PR,57,dep.pedrolupion@camara.leg.br
122158,Pedro Paulo,PSD,RJ,57,dep.pedropaulo@camara.leg.br
160604,Pedro Uczai,PT,SC,57,dep.pedrouczai@camara.leg.br
204406,Pedro Westphalen,PP,RS,57,dep.pedrowestphalen@camara.leg.br
161440,Pezenti,MDB,SC,57,dep.pezenti@camara.leg.br
204524,Pinheirinho,PP,MG,57,dep.pinheirinho@camara.leg.br
73486,Pompeo de Mattos,PDT,RS,57,dep.pompeodemattos@camara.leg.br
160601,Pr. Marco Feliciano,PL,SP,57,dep.pr.marcofeliciano@camara.leg.br
220533,Prof. Reginaldo Veras,PV,DF,57,dep.prof.reginaldoveras@camara.leg.br
204390,Professor Alcides,PSDB,GO,57,dep.professoralcides@camara.leg.br
221338,Professora Luciene Cavalcante,PSOL,SP,57,dep.professoralucienecavalcante@camara.leg.br
160641,Professora Marcivania,PCdoB,AP,57,dep.professoramarcivania@camara.leg.br
220586,Rafael Brito,MDB,AL,57,dep.rafaelbrito@camara.leg.br
233594,Rafael Fera,PODE,RO,57,dep.rafaelfera@camara.leg.br
220532,Rafael Prudente,MDB,DF,57,dep.rafaelprudente@camara.leg.br
220626,Rafael Simoes,UNIÃO,MG,57,dep.rafaelsimoes@camara.leg.br
204567,Raimundo Costa,PSD,BA,57,dep.raimundocosta@camara.leg.br
74084,Raimundo Santos,PSD,PA,57,dep.raimundosantos@camara.leg.br
115200,Raniery Paulino,REPUBLICANOS,PB,57,dep.ranierypaulino@camara.leg.br
74161,Reginaldo Lopes,PT,MG,57,dep.reginaldolopes@camara.leg.br
220606,Reimont,PT,RJ,57,dep.reimont@camara.leg.br
178989,Renata Abreu,PODE,SP,57,dep.renataabreu@camara.leg.br
153423,Renilce Nicodemos,MDB,PA,57,dep.renilcenicodemos@camara.leg.br
73801,Renildo Calheiros,PCdoB,PE,57,dep.renildocalheiros@camara.leg.br
175765,Ribamar Silva,PODE,SP,57,dep.ribamarsilva@camara.leg.br
221329,Ricardo Abrão,PSDB,RJ,57,dep.ricardoabrao@camara.leg.br
220543,Ricardo Ayres,REPUBLICANOS,TO,57,dep.ricardoayres@camara.leg.br
73788,Ricardo Barros,PP,PR,57,dep.ricardobarros@camara.leg.br
204362,Ricardo Guidi,PL,SC,57,dep.ricardoguidi@camara.leg.br
220694,Ricardo Maia,MDB,BA,57,dep.ricardomaia@camara.leg.br
220633,Ricardo Salles,NOVO,SP,57,dep.ricardosalles@camara.leg.br
204489,Robério Monteiro,PSB,CE,57,dep.roberiomonteiro@camara.leg.br
220693,Roberta Roma,PL,BA,57,dep.robertaroma@camara.leg.br
220588,Roberto Duarte,REPUBLICANOS,AC,57,dep.robertoduarte@camara.leg.br
220613,Roberto Monteiro Pai,PL,RJ,57,dep.robertomonteiropai@camara.leg.br
220624,Robinson Faria,PP,RN,57,dep.robinsonfaria@camara.leg.br
220546,Rodolfo Nogueira,PL,MS,57,dep.rodolfonogueira@camara.leg.br
230767,Rodrigo da Zaeli,PL,MT,57,dep.rodrigodazaeli@camara.leg.br
141531,Rodrigo de Castro,UNIÃO,MG,57,dep.rodrigodecastro@camara.leg.br
220641,Rodrigo Gambale,PODE,SP,57,dep.rodrigogambale@camara.leg.br
141533,Rodrigo Rollemberg,PSB,DF,57,dep.rodrigorollemberg@camara.leg.br
165470,Rodrigo Valadares,PL,SE,57,dep.rodrigovaladares@camara.leg.br
220695,Rogéria Santos,REPUBLICANOS,BA,57,dep.rogeriasantos@camara.leg.br
204480,Rogério Correia,PT,MG,57,dep.rogeriocorreia@camara.leg.br
160629,Romero Rodrigues,PODE,PB,57,dep.romerorodrigues@camara.leg.br
204525,Rosana Valle,PL,SP,57,dep.rosanavalle@camara.leg.br
178945,Rosangela Gomes,REPUBLICANOS,RJ,57,dep.rosangelagomes@camara.leg.br
220644,Rosangela Moro,PL,SP,57,dep.rosangelamoro@camara.leg.br
220620,Rosângela Reis,PL,MG,57,dep.rosangelareis@camara.leg.br
74371,Rubens Otoni,PT,GO,57,dep.rubensotoni@camara.leg.br
178887,Rubens Pereira Júnior,PT,MA,57,dep.rubenspereirajunior@camara.leg.br
73604,Rui Falcão,PT,SP,57,dep.ruifalcao@camara.leg.br
160635,Ruy Carneiro,PODE,PB,57,dep.ruycarneiro@camara.leg.br
204535,Sâmia Bomfim,PSOL,SP,57,dep.samiabomfim@camara.leg.br
220631,Samuel Viana,UNIÃO,MG,57,dep.samuelviana@camara.leg.br
204416,Sanderson,PL,RS,57,dep.sanderson@camara.leg.br
160621,Sandro Alex,PSD,PR,57,dep.sandroalex@camara.leg.br
204387,Sargento Fahur,PL,PR,57,dep.sargentofahur@camara.leg.br
220621,Sargento Gonçalves,PL,RN,57,dep.sargentogoncalves@camara.leg.br
220618,Sargento Portugal,PODE,RJ,57,dep.sargentoportugal@camara.leg.br
220713,Saullo Vianna,MDB,AM,57,dep.saullovianna@camara.leg.br
226837,Saulo Pedroso,PSD,SP,57,dep.saulopedroso@camara.leg.br
73808,Sérgio Brito,PSD,BA,57,dep.sergiobrito@camara.leg.br
178933,Sergio Souza,MDB,PR,57,dep.sergiosouza@camara.leg.br
235776,Sérgio Turra,PP,RS,57,dep.sergioturra@camara.leg.br
204557,Sidney Leite,PSD,AM,57,dep.sidneyleite@camara.leg.br
204360,Silvia Cristina,PP,RO,57,dep.silviacristina@camara.leg.br
227310,Silvio Antonio,PL,MA,57,dep.silvioantonio@camara.leg.br
204425,Silvio Costa Filho,REPUBLICANOS,PE,57,dep.silviocostafilho@camara.leg.br
220569,Silvye Alves,UNIÃO,GO,57,dep.silvyealves@camara.leg.br
220651,Simone Marquetto,PP,SP,57,dep.simonemarquetto@camara.leg.br
104552,Socorro Neri,PP,AC,57,dep.socorroneri@camara.leg.br
220643,Sônia Guajajara,PSOL,SP,57,dep.soniaguajajara@camara.leg.br
178946,Soraya Santos,PL,RJ,57,dep.sorayasantos@camara.leg.br
178947,Sóstenes Cavalcante,PL,RJ,57,dep.sostenescavalcante@camara.leg.br
92776,Stefano Aguiar,PSD,MG,57,dep.stefanoaguiar@camara.leg.br
204534,Tabata Amaral,PSB,SP,57,dep.tabataamaral@camara.leg.br
220682,Tadeu Veneri,PT,PR,57,dep.tadeuveneri@camara.leg.br
204464,Talíria Petrone,PSOL,RJ,57,dep.taliriapetrone@camara.leg.br
220598,Tarcísio Motta,PSOL,RJ,57,dep.tarcisiomotta@camara.leg.br
220560,Thiago de Joaldo,REPUBLICANOS,SE,57,dep.thiagodejoaldo@camara.leg.br
220597,Thiago Flores,UNIÃO,RO,57,dep.thiagoflores@camara.leg.br
143084,Tiago Dimas,PODE,TO,57,dep.tiagodimas@camara.leg.br
220684,Tião Medeiros,PP,PR,57,dep.tiaomedeiros@camara.leg.br
160976,Tiririca,PSD,SP,57,dep.tiririca@camara.leg.br
178934,Toninho Wandscheer,PP,PR,57,dep.toninhowandscheer@camara.leg.br
157130,Túlio Gadêlha,PSD,PE,57,dep.tuliogadelha@camara.leg.br
160610,Valmir Assunção,PT,BA,57,dep.valmirassuncao@camara.leg.br
74376,Vander Loubet,PT,MS,57,dep.vanderloubet@camara.leg.br
235712,Vavá,AVANTE,MG,57,dep.vava@camara.leg.br
204396,Vermelho,PL,PR,57,dep.vermelho@camara.leg.br
137070,Vicentinho Júnior,PSDB,TO,57,dep.vicentinhojunior@camara.leg.br
141555,Vinicius Carvalho,PL,SP,57,dep.viniciuscarvalho@camara.leg.br
160591,Vinicius Gurgel,PL,AP,57,dep.viniciusgurgel@camara.leg.br
178992,Vitor Lippi,PSD,SP,57,dep.vitorlippi@camara.leg.br
91228,Waldemar Oliveira,AVANTE,PE,57,dep.waldemaroliveira@camara.leg.br
160569,Waldenor Pereira,PT,BA,57,dep.waldenorpereira@camara.leg.br
160518,Weliton Prado,PSD,MG,57,dep.welitonprado@camara.leg.br
74043,Wellington Roberto,PSD,PB,57,dep.wellingtonroberto@camara.leg.br
224333,Welter,PT,PR,57,dep.welter@camara.leg.br
220564,Yandra Moura,UNIÃO,SE,57,dep.yandramoura@camara.leg.br
220660,Yury do Paredão,MDB,CE,57,dep.yurydoparedao@camara.leg.br
230768,Zé Adriano,PP,AC,57,dep.zeadriano@camara.leg.br
220536,Zé Haroldo Cathedral,UNIÃO,RR,57,dep.zeharoldocathedral@camara.leg.br
204559,Zé Neto,PT,BA,57,dep.zeneto@camara.leg.br
160632,Zé Silva,UNIÃO,MG,57,dep.zesilva@camara.leg.br
220558,Zé Trovão,PL,SC,57,dep.zetrovao@camara.leg.br
204517,Zé Vitor,PL,MG,57,dep.zevitor@camara.leg.br
160592,Zeca Dirceu,PT,PR,57,dep.zecadirceu@camara.leg.br
220592,Zezinho Barbary,PP,AC,57,dep.zezinhobarbary@camara.leg.br
220552,Zucco,PL,RS,57,dep.zucco@camara.leg.br
